,Name,Evolution,Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Species,Height,Weight,abilities,ev_yield,catch_rate,base_friendship,base_experience,growth_rate,eggs_groups,gender_rate,eggs_cycles_rate
639,Swadloon, ,Bug Grass,380,55,63,90,50,80,42,Leaf-Wrapped Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs),1. Leaf Guard2. ChlorophyllOvercoat (hidden ability),2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),133,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
640,Leavanny, ,Bug Grass,500,75,103,80,70,80,92,Nurturing Pokémon,1.2 m (3′11″),20.5 kg (45.2 lbs),1. Swarm2. ChlorophyllOvercoat (hidden ability),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
641,Venipede, ,Bug Poison,260,30,45,59,30,39,57,Centipede Pokémon,0.4 m (1′04″),5.3 kg (11.7 lbs),1. Poison Point2. SwarmSpeed Boost (hidden ability),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
642,Whirlipede, ,Bug Poison,360,40,55,99,40,79,47,Curlipede Pokémon,1.2 m (3′11″),58.5 kg (129.0 lbs),1. Poison Point2. SwarmSpeed Boost (hidden ability),2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),126,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
643,Scolipede, ,Bug Poison,485,60,100,89,55,69,112,Megapede Pokémon,2.5 m (8′02″),200.5 kg (442.0 lbs),1. Poison Point2. SwarmSpeed Boost (hidden ability),3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)"
644,Cottonee, ,Grass Fairy,280,40,27,60,37,50,66,Cotton Puff Pokémon,0.3 m (1′00″),0.6 kg (1.3 lbs),1. Prankster2. InfiltratorChlorophyll (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,"Fairy, Grass","50% male, 50% female","20 (4,884–5,140 steps)"
645,Whimsicott, ,Grass Fairy,480,60,67,85,77,75,116,Windveiled Pokémon,0.7 m (2′04″),6.6 kg (14.6 lbs),1. Prankster2. InfiltratorChlorophyll (hidden ability),2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Fairy, Grass","50% male, 50% female","20 (4,884–5,140 steps)"
646,Petilil, ,Grass ,280,45,35,50,70,50,30,Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs),1. Chlorophyll2. Own TempoLeaf Guard (hidden ability),1 Special Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,Grass,"0% male, 100% female","20 (4,884–5,140 steps)"
647,Lilligant, ,Grass ,480,70,60,75,110,75,90,Flowering Pokémon,1.1 m (3′07″),16.3 kg (35.9 lbs),1. Chlorophyll2. Own TempoLeaf Guard (hidden ability),2 Special Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Grass,"0% male, 100% female","20 (4,884–5,140 steps)"
648,Basculin,Red-Striped Form,Water ,460,70,92,65,80,55,98,Hostile Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),1. Reckless2. AdaptabilityMold Breaker (hidden ability),2 Speed,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,Water 2,"50% male, 50% female","40 (10,024–10,280 steps)"
649,Basculin,Blue-Striped Form,Water ,460,70,92,65,80,55,98,Hostile Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),1. Reckless2. AdaptabilityMold Breaker (hidden ability),2 Speed,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,Water 2,"50% male, 50% female","40 (10,024–10,280 steps)"
650,Sandile, ,Ground Dark,292,50,72,35,35,35,65,Desert Croc Pokémon,0.7 m (2′04″),15.2 kg (33.5 lbs),1. Intimidate2. MoxieAnger Point (hidden ability),1 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
651,Krokorok, ,Ground Dark,351,60,82,45,45,45,74,Desert Croc Pokémon,1.0 m (3′03″),33.4 kg (73.6 lbs),1. Intimidate2. MoxieAnger Point (hidden ability),2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),123,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
652,Krookodile, ,Ground Dark,519,95,117,80,65,70,92,Intimidation Pokémon,1.5 m (4′11″),96.3 kg (212.3 lbs),1. Intimidate2. MoxieAnger Point (hidden ability),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
653,Darumaka, ,Fire ,315,70,90,45,15,45,50,Zen Charm Pokémon,0.6 m (2′00″),37.5 kg (82.7 lbs),1. HustleInner Focus (hidden ability),1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),63,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
654,Darumaka,Galarian Darumaka,Ice ,315,70,90,45,15,45,50,Zen Charm Pokémon,0.6 m (2′00″),37.5 kg (82.7 lbs),1. HustleInner Focus (hidden ability),1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),63,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
655,Darmanitan,Standard Mode,Fire ,480,105,140,55,30,55,95,Blazing Pokémon,1.3 m (4′03″),92.9 kg (204.8 lbs),1. Sheer ForceZen Mode (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
656,Darmanitan,Zen Mode,Fire Psychic,540,105,30,105,140,105,55,Blazing Pokémon,1.3 m (4′03″),92.9 kg (204.8 lbs),1. Sheer ForceZen Mode (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
657,Darmanitan,Galarian Standard Mode,Ice ,480,105,140,55,30,55,95,Blazing Pokémon,1.3 m (4′03″),92.9 kg (204.8 lbs),1. Sheer ForceZen Mode (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
658,Darmanitan,Galarian Zen Mode,Ice Fire,540,105,160,55,30,55,135,Blazing Pokémon,1.3 m (4′03″),92.9 kg (204.8 lbs),1. Sheer ForceZen Mode (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
659,Maractus, ,Grass ,461,75,86,67,106,67,60,Cactus Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),1. Water Absorb2. ChlorophyllStorm Drain (hidden ability),2 Special Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
660,Dwebble, ,Bug Rock,325,50,65,85,35,35,55,Rock Inn Pokémon,0.3 m (1′00″),14.5 kg (32.0 lbs),1. Sturdy2. Shell ArmorWeak Armor (hidden ability),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Bug, Mineral","50% male, 50% female","20 (4,884–5,140 steps)"
661,Crustle, ,Bug Rock,485,70,105,125,65,75,45,Stone Home Pokémon,1.4 m (4′07″),200.0 kg (440.9 lbs),1. Sturdy2. Shell ArmorWeak Armor (hidden ability),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Bug, Mineral","50% male, 50% female","20 (4,884–5,140 steps)"
662,Scraggy, ,Dark Fighting,348,50,75,70,35,70,48,Shedding Pokémon,0.6 m (2′00″),11.8 kg (26.0 lbs),1. Shed Skin2. MoxieIntimidate (hidden ability),1 Attack,"180 (23.5% with PokéBall, full HP)",35 (lower than normal),70,Medium Fast,"Dragon, Field","50% male, 50% female","15 (3,599–3,855 steps)"
663,Scrafty, ,Dark Fighting,488,65,90,115,45,115,58,Hoodlum Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),1. Shed Skin2. MoxieIntimidate (hidden ability),"1 Defense, 1 Special Defense","90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,"Dragon, Field","50% male, 50% female","15 (3,599–3,855 steps)"
664,Sigilyph, ,Psychic Flying,490,72,58,80,103,80,97,Avianoid Pokémon,1.4 m (4′07″),14.0 kg (30.9 lbs),1. Wonder Skin2. Magic GuardTinted Lens (hidden ability),2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Flying,"50% male, 50% female","20 (4,884–5,140 steps)"
665,Yamask, ,Ghost ,303,38,30,85,55,65,30,Spirit Pokémon,0.5 m (1′08″),1.5 kg (3.3 lbs),1. Mummy,1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Amorphous, Mineral","50% male, 50% female","25 (6,169–6,425 steps)"
666,Yamask,Galarian Yamask,Ground Ghost,303,38,55,85,30,65,30,Spirit Pokémon,0.5 m (1′08″),1.5 kg (3.3 lbs),1. Mummy,1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Amorphous, Mineral","50% male, 50% female","25 (6,169–6,425 steps)"
667,Cofagrigus, ,Ghost ,483,58,50,145,95,105,30,Coffin Pokémon,1.7 m (5′07″),76.5 kg (168.7 lbs),1. Mummy,2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,"Amorphous, Mineral","50% male, 50% female","25 (6,169–6,425 steps)"
668,Tirtouga, ,Water Rock,355,54,78,103,53,45,22,Prototurtle Pokémon,0.7 m (2′04″),16.5 kg (36.4 lbs),1. Solid Rock2. SturdySwift Swim (hidden ability),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)"
669,Carracosta, ,Water Rock,495,74,108,133,83,65,32,Prototurtle Pokémon,1.2 m (3′11″),81.0 kg (178.6 lbs),1. Solid Rock2. SturdySwift Swim (hidden ability),2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)"
670,Archen, ,Rock Flying,401,55,112,45,74,45,70,First Bird Pokémon,0.5 m (1′08″),9.5 kg (20.9 lbs),1. Defeatist,1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Flying, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)"
671,Archeops, ,Rock Flying,567,75,140,65,112,65,110,First Bird Pokémon,1.4 m (4′07″),32.0 kg (70.5 lbs),1. Defeatist,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),177,Medium Fast,"Flying, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)"
672,Trubbish, ,Poison ,329,50,50,62,40,62,65,Trash Bag Pokémon,0.6 m (2′00″),31.0 kg (68.3 lbs),1. Stench2. Sticky HoldAftermath (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
673,Garbodor, ,Poison ,474,80,95,82,60,82,75,Trash Heap Pokémon,1.9 m (6′03″),107.3 kg (236.6 lbs),1. Stench2. Weak ArmorAftermath (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
674,Zorua, ,Dark ,330,40,65,40,80,40,65,Tricky Fox Pokémon,0.7 m (2′04″),12.5 kg (27.6 lbs),1. Illusion,1 Special Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),66,Medium Slow,Field,"87.5% male, 12.5% female","25 (6,169–6,425 steps)"
675,Zoroark, ,Dark ,510,60,105,60,120,60,105,Illusion Fox Pokémon,1.6 m (5′03″),81.1 kg (178.8 lbs),1. Illusion,2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),179,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)"
676,Minccino, ,Normal ,300,55,50,40,40,40,75,Chinchilla Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),1. Cute Charm2. TechnicianSkill Link (hidden ability),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Fast,Field,"25% male, 75% female","15 (3,599–3,855 steps)"
677,Cinccino, ,Normal ,470,75,95,60,65,60,115,Scarf Pokémon,0.5 m (1′08″),7.5 kg (16.5 lbs),1. Cute Charm2. TechnicianSkill Link (hidden ability),2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),165,Fast,Field,"25% male, 75% female","15 (3,599–3,855 steps)"
678,Gothita, ,Psychic ,290,45,30,50,55,65,45,Fixation Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),1. Frisk2. CompetitiveShadow Tag (hidden ability),1 Special Defense,"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)"
679,Gothorita, ,Psychic ,390,60,45,70,75,85,55,Manipulate Pokémon,0.7 m (2′04″),18.0 kg (39.7 lbs),1. Frisk2. CompetitiveShadow Tag (hidden ability),2 Special Defense,"100 (13.1% with PokéBall, full HP)",50 (normal),137,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)"
680,Gothitelle, ,Psychic ,490,70,55,95,95,110,65,Astral Body Pokémon,1.5 m (4′11″),44.0 kg (97.0 lbs),1. Frisk2. CompetitiveShadow Tag (hidden ability),3 Special Defense,"50 (6.5% with PokéBall, full HP)",50 (normal),221,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)"
681,Solosis, ,Psychic ,290,45,30,40,105,50,20,Cell Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),1. Overcoat2. Magic GuardRegenerator (hidden ability),1 Special Attack,"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
682,Duosion, ,Psychic ,370,65,40,50,125,60,30,Mitosis Pokémon,0.6 m (2′00″),8.0 kg (17.6 lbs),1. Overcoat2. Magic GuardRegenerator (hidden ability),2 Special Attack,"100 (13.1% with PokéBall, full HP)",50 (normal),130,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
683,Reuniclus, ,Psychic ,490,110,65,75,125,85,30,Multiplying Pokémon,1.0 m (3′03″),20.1 kg (44.3 lbs),1. Overcoat2. Magic GuardRegenerator (hidden ability),3 Special Attack,"50 (6.5% with PokéBall, full HP)",50 (normal),221,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
684,Ducklett, ,Water Flying,305,62,44,50,44,50,55,Water Bird Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),1. Keen Eye2. Big PecksHydration (hidden ability),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Flying, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
685,Swanna, ,Water Flying,473,75,87,63,87,63,98,White Bird Pokémon,1.3 m (4′03″),24.2 kg (53.4 lbs),1. Keen Eye2. Big PecksHydration (hidden ability),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Flying, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
686,Vanillite, ,Ice ,305,36,50,50,65,60,44,Fresh Snow Pokémon,0.4 m (1′04″),5.7 kg (12.6 lbs),1. Ice Body2. Snow CloakWeak Armor (hidden ability),1 Special Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
687,Vanillish, ,Ice ,395,51,65,65,80,75,59,Icy Snow Pokémon,1.1 m (3′07″),41.0 kg (90.4 lbs),1. Ice Body2. Snow CloakWeak Armor (hidden ability),2 Special Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),138,Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
688,Vanilluxe, ,Ice ,535,71,95,85,110,95,79,Snowstorm Pokémon,1.3 m (4′03″),57.5 kg (126.8 lbs),1. Ice Body2. Snow WarningWeak Armor (hidden ability),3 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),241,Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
689,Deerling, ,Normal Grass,335,60,60,50,40,50,75,Season Pokémon,0.6 m (2′00″),19.5 kg (43.0 lbs),1. Chlorophyll2. Sap SipperSerene Grace (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
690,Sawsbuck, ,Normal Grass,475,80,100,70,60,70,95,Season Pokémon,1.9 m (6′03″),92.5 kg (203.9 lbs),1. Chlorophyll2. Sap SipperSerene Grace (hidden ability),2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
691,Emolga, ,Electric Flying,428,55,75,60,75,60,103,Sky Squirrel Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),1. StaticMotor Drive (hidden ability),2 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),150,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
692,Karrablast, ,Bug ,315,50,75,45,40,45,60,Clamping Pokémon,0.5 m (1′08″),5.9 kg (13.0 lbs),1. Swarm2. Shed SkinNo Guard (hidden ability),1 Attack,"200 (26.1% with PokéBall, full HP)",50 (normal),63,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
693,Escavalier, ,Bug Steel,495,70,135,105,60,105,20,Cavalry Pokémon,1.0 m (3′03″),33.0 kg (72.8 lbs),1. Swarm2. Shell ArmorOvercoat (hidden ability),2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
694,Foongus, ,Grass Poison,294,69,55,45,55,55,15,Mushroom Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs),1. Effect SporeRegenerator (hidden ability),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
695,Amoonguss, ,Grass Poison,464,114,85,70,85,80,30,Mushroom Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),1. Effect SporeRegenerator (hidden ability),2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),162,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
696,Frillish, ,Water Ghost,335,55,40,50,65,85,40,Floating Pokémon,1.2 m (3′11″),33.0 kg (72.8 lbs),1. Water Absorb2. Cursed BodyDamp (hidden ability),1 Special Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
697,Jellicent, ,Water Ghost,480,100,60,70,85,105,60,Floating Pokémon,2.2 m (7′03″),135.0 kg (297.6 lbs),1. Water Absorb2. Cursed BodyDamp (hidden ability),2 Special Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
698,Alomomola, ,Water ,470,165,75,80,40,45,65,Caring Pokémon,1.2 m (3′11″),31.6 kg (69.7 lbs),1. Healer2. HydrationRegenerator (hidden ability),2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,"Water 1, Water 2","50% male, 50% female","40 (10,024–10,280 steps)"
699,Joltik, ,Bug Electric,319,50,47,50,57,50,65,Attaching Pokémon,0.1 m (0′04″),0.6 kg (1.3 lbs),1. Compound Eyes2. UnnerveSwarm (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)"
700,Galvantula, ,Bug Electric,472,70,77,60,97,60,108,EleSpider Pokémon,0.8 m (2′07″),14.3 kg (31.5 lbs),1. Compound Eyes2. UnnerveSwarm (hidden ability),2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)"
701,Ferroseed, ,Grass Steel,305,44,50,91,24,86,10,Thorn Seed Pokémon,0.6 m (2′00″),18.8 kg (41.4 lbs),1. Iron Barbs,1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Grass, Mineral","50% male, 50% female","20 (4,884–5,140 steps)"
702,Ferrothorn, ,Grass Steel,489,74,94,131,54,116,20,Thorn Pod Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),1. Iron BarbsAnticipation (hidden ability),2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,"Grass, Mineral","50% male, 50% female","20 (4,884–5,140 steps)"
703,Klink, ,Steel ,300,40,55,70,45,60,30,Gear Pokémon,0.3 m (1′00″),21.0 kg (46.3 lbs),1. Plus2. MinusClear Body (hidden ability),1 Defense,"130 (17.0% with PokéBall, full HP)",50 (normal),60,Medium Slow,Mineral,Genderless,"20 (4,884–5,140 steps)"
704,Klang, ,Steel ,440,60,80,95,70,85,50,Gear Pokémon,0.6 m (2′00″),51.0 kg (112.4 lbs),1. Plus2. MinusClear Body (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),154,Medium Slow,Mineral,Genderless,"20 (4,884–5,140 steps)"
705,Klinklang, ,Steel ,520,60,100,115,70,85,90,Gear Pokémon,0.6 m (2′00″),81.0 kg (178.6 lbs),1. Plus2. MinusClear Body (hidden ability),3 Defense,"30 (3.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,Mineral,Genderless,"20 (4,884–5,140 steps)"
706,Tynamo, ,Electric ,275,35,55,40,45,40,60,EleFish Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),1. Levitate,1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
707,Eelektrik, ,Electric ,405,65,85,70,75,70,40,EleFish Pokémon,1.2 m (3′11″),22.0 kg (48.5 lbs),1. Levitate,2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),142,Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
708,Eelektross, ,Electric ,515,85,115,80,105,80,50,EleFish Pokémon,2.1 m (6′11″),80.5 kg (177.5 lbs),1. Levitate,3 Attack,"30 (3.9% with PokéBall, full HP)",50 (normal),232,Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
709,Elgyem, ,Psychic ,335,55,55,55,85,55,30,Cerebral Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),1. Telepathy2. SynchronizeAnalytic (hidden ability),1 Special Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),67,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)"
710,Beheeyem, ,Psychic ,485,75,75,75,125,95,40,Cerebral Pokémon,1.0 m (3′03″),34.5 kg (76.1 lbs),1. Telepathy2. SynchronizeAnalytic (hidden ability),2 Special Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)"
711,Litwick, ,Ghost Fire,275,50,30,55,65,55,20,Candle Pokémon,0.3 m (1′00″),3.1 kg (6.8 lbs),1. Flash Fire2. Flame BodyInfiltrator (hidden ability),1 Special Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
